id,price
0,3047
1,5534
2,11039
3,4054
4,1436
5,7062
6,5179
7,4158
8,5506
9,12242
10,4267
11,911
12,1659
13,1720
14,2190
15,1388
16,1449
17,4161
18,3769
19,1074
20,2110
21,5318
22,4328
23,605
24,13655
25,875
26,665
27,984
28,1657
29,945
30,11152
31,574
32,4155
33,756
34,799
35,2458
36,5107
37,3121
38,2822
39,645
40,680
41,8985
42,1039
43,2053
44,10957
45,2496
46,954
47,790
48,1242
49,2927
50,551
51,4513
52,3053
53,6727
54,5996
55,1882
56,8538
57,1721
58,4585
59,2551
60,1260
61,492
62,7032
63,1239
64,8131
65,18700
66,775
67,12048
68,5055
69,9361
70,572
71,542
72,702
73,1760
74,5060
75,1974
76,8232
77,13757
78,2516
79,7262
80,10939
81,2668
82,16183
83,6215
84,846
85,6819
86,1014
87,18791
88,10471
89,11146
90,5277
91,1367
92,1014
93,700
94,15223
95,462
96,10214
97,18115
98,9791
99,675
100,2224
101,776
102,689
103,449
104,1066
105,1656
106,1637
107,628
108,807
109,583
110,658
111,1008
112,1675
113,1614
114,1305
115,4410
116,5398
117,15169
118,470
119,17534
120,1447
121,1710
122,1437
123,452
124,1208
125,1308
126,1335
127,13096
128,5938
129,5158
130,4946
131,3629
132,5572
133,1074
134,4144
135,1048
136,598
137,7644
138,675
139,4521
140,601
141,827
142,3270
143,3251
144,802
145,5913
146,17416
147,5087
148,2690
149,2135
150,2195
151,1612
152,14022
153,3053
154,957
155,18186
156,3795
157,2793
158,3959
159,852
160,8476
161,8736
162,608
163,814
164,5766
165,6854
166,3431
167,3812
168,3524
169,13367
170,579
171,1569
172,5014
173,2146
174,6108
175,1814
176,4336
177,3210
178,2362
179,3335
180,3368
181,1169
182,901
183,1656
184,680
185,4368
186,975
187,796
188,485
189,1792
190,2268
191,666
192,906
193,6296
194,4140
195,2154
196,625
197,12156
198,505
199,15026
200,10471
201,6961
202,709
203,716
204,6608
205,5461
206,640
207,3045
208,901
209,9341
210,2827
211,6378
212,11133
213,506
214,1625
215,886
216,2594
217,2444
218,1218
219,2647
220,3929
221,2177
222,8348
223,1170
224,1250
225,4241
226,3303
227,1947
228,6099
229,1911
230,4899
231,1577
232,1272
233,1691
234,1033
235,8736
236,1168
237,993
238,5022
239,4704
240,6737
241,878
242,14540
243,4434
244,462
245,1107
246,2606
247,6570
248,9920
249,5451
250,3153
251,1192
252,2941
253,5262
254,5351
255,1245
256,802
257,1763
258,775
259,14915
260,6689
261,5622
262,1389
263,3260
264,642
265,2402
266,15646
267,1842
268,1580
269,8098
270,6785
271,678
272,4852
273,5096
274,523
275,854
276,6416
277,556
278,8088
279,8228
280,1728
281,2578
282,3860
283,8316
284,8733
285,11217
286,4927
287,18251
288,1739
289,6469
290,391
291,8427
292,15646
293,825
294,8893
295,1629
296,2230
297,799
298,572
299,6254
300,3749
301,1260
302,3436
303,5111
304,5775
305,7832
306,1076
307,1018
308,1752
309,2169
310,2085
311,394
312,6342
313,5166
314,2470
315,14904
316,666
317,1232
318,686
319,8588
320,4199
321,487
322,449
323,505
324,1155
325,5550
326,1436
327,1689
328,5364
329,815
330,12637
331,2381
332,668
333,6224
334,3626
335,1920
336,13133
337,1010
338,936
339,5889
340,625
341,1595
342,599
343,4338
344,3816
345,2290
346,732
347,2737
348,4805
349,900
350,3135
351,464
352,3203
353,2016
354,727
355,1656
356,637
357,11565
358,1626
359,600
360,1080
361,6146
362,552
363,9939
364,4205
365,575
366,709
367,5828
368,1752
369,605
370,625
371,487
372,5871
373,1013
374,419
375,791
376,645
377,4375
378,2961
379,573
380,4626
381,530
382,605
383,9580
384,1154
385,876
386,14308
387,12787
388,900
389,734
390,2353
391,995
392,7593
393,557
394,1912
395,5805
396,670
397,2015
398,1000
399,2294
400,5197
401,650
402,2224
403,11677
404,1441
405,1095
406,504
407,18407
408,2052
409,6291
410,710
411,732
412,5390
413,1422
414,5646
415,671
416,1284
417,8698
418,351
419,5080
420,13609
421,3530
422,4222
423,1080
424,1336
425,386
426,802
427,14811
428,1614
429,7803
430,1651
431,16422
432,2117
433,2511
434,581
435,2891
436,1877
437,1076
438,7710
439,778
440,2859
441,1412
442,827
443,648
444,1007
445,1076
446,2184
447,5322
448,789
449,1723
450,710
451,986
452,7864
453,5310
454,2966
455,4516
456,1088
457,11470
458,3848
459,4504
460,12798
461,521
462,802
463,581
464,999
465,4207
466,851
467,4197
468,4751
469,1221
470,2418
471,2515
472,2359
473,3977
474,1833
475,1151
476,11826
477,5451
478,4672
479,11973
480,759
481,5198
482,11035
483,16364
484,655
485,5227
486,10711
487,3222
488,2061
489,1674
490,612
491,971
492,6172
493,11040
494,2240
495,873
496,2511
497,5364
498,1759
499,4366
500,9570
501,684
502,9376
503,1318
504,485
505,4284
506,579
507,3057
508,1613
509,1140
510,1410
511,579
512,995
513,4309
514,3640
515,12947
516,5138
517,7171
518,1314
519,2100
520,5820
521,2470
522,789
523,5455
524,8925
525,1596
526,1577
527,2966
528,4558
529,5405
530,2527
531,1902
532,3039
533,11009
534,2670
535,17882
536,11021
537,4989
538,1985
539,1708
540,10927
541,8040
542,702
543,17179
544,507
545,7553
546,9471
547,2263
548,847
549,8429
550,552
551,917
552,7399
553,1608
554,2919
555,11640
556,5070
557,9252
558,1665
559,3223
560,828
561,2489
562,838
563,4939
564,8726
565,2541
566,2447
567,3391
568,5949
569,2052
570,1261
571,4068
572,15792
573,12269
574,4368
575,622
576,4318
577,1243
578,561
579,3499
580,1783
581,839
582,984
583,491
584,10036
585,1822
586,1063
587,863
588,2713
589,3499
590,1810
591,477
592,781
593,765
594,7891
595,1213
596,14038
597,924
598,1207
599,3121
600,2515
601,8590
602,2234
603,10703
604,580
605,1262
606,877
607,5777
608,2216
609,710
610,2469
611,1124
612,3385
613,3516
614,982
615,431
616,702
617,2953
618,6216
619,10342
620,827
621,617
622,949
623,2346
624,4547
625,9028
626,1077
627,844
628,1196
629,3204
630,1932
631,12539
632,1173
633,770
634,3841
635,8033
636,9013
637,988
638,11757
639,5257
640,7105
641,707
642,718
643,4559
644,911
645,789
646,1784
647,1787
648,4953
649,1378
650,3399
651,16641
652,1634
653,2117
654,1061
655,14308
656,2885
657,1256
658,804
659,827
660,3572
661,1067
662,4229
663,622
664,436
665,1176
666,7143
667,3909
668,17892
669,16048
670,2359
671,15339
672,1312
673,15370
674,1101
675,6342
676,3812
677,1608
678,1303
679,1103
680,698
681,10739
682,2079
683,1312
684,3742
685,1007
686,1682
687,2812
688,681
689,13610
690,2811
691,695
692,984
693,8401
694,6236
695,15992
696,579
697,3251
698,522
699,1053
700,954
701,2447
702,722
703,2333
704,4197
705,590
706,422
707,5281
708,792
709,921
710,5882
711,5252
712,680
713,862
714,540
715,878
716,1297
717,5632
718,15494
719,6308
720,11248
721,4081
722,574
723,3543
724,2894
725,5408
726,917
727,698
728,1352
729,9498
730,13063
731,1608
732,778
733,3999
734,4679
735,10225
736,6468
737,1810
738,626
739,3943
740,2762
741,6047
742,4559
743,864
744,11487
745,16149
746,1330
747,1094
748,1698
749,854
750,964
751,1949
752,5607
753,3854
754,802
755,2322
756,9498
757,1712
758,2290
759,5654
760,10960
761,1935
762,1206
763,1915
764,4209
765,2009
766,5740
767,4262
768,873
769,898
770,5121
771,473
772,871
773,426
774,4210
775,4265
776,1069
777,490
778,7096
779,6781
780,5889
781,5621
782,620
783,3601
784,659
785,1141
786,562
787,3473
788,1754
789,542
790,4523
791,872
792,3871
793,540
794,1255
795,5543
796,2375
797,6223
798,14428
799,628
800,709
801,1262
802,765
803,15836
804,809
805,1591
806,1970
807,1966
808,504
809,608
810,658
811,4598
812,587
813,1753
814,1040
815,4558
816,4536
817,7182
818,1814
819,561
820,10710
821,1172
822,4557
823,2873
824,658
825,1389
826,605
827,1651
828,4733
829,3360
830,2399
831,4451
832,485
833,2352
834,6076
835,15025
836,506
837,4991
838,1698
839,7619
840,1800
841,2266
842,561
843,2436
844,2854
845,8401
846,918
847,1871
848,14998
849,709
850,1287
851,5277
852,1242
853,433
854,7520
855,2354
856,1890
857,1788
858,1202
859,6522
860,7848
861,1723
862,2288
863,604
864,830
865,730
866,2675
867,692
868,10321
869,2137
870,2282
871,601
872,11965
873,2066
874,1117
875,1422
876,1018
877,601
878,1827
879,9533
880,3097
881,4093
882,5551
883,665
884,3732
885,5017
886,842
887,421
888,666
889,1129
890,10519
891,684
892,3595
893,897
894,4372
895,798
896,2935
897,1080
898,526
899,2950
900,4662
901,844
902,4032
903,649
904,777
905,984
906,2628
907,2428
908,4333
909,8910
910,5355
911,696
912,13846
913,8299
914,1949
915,8505
916,10313
917,15673
918,7762
919,566
920,680
921,3259
922,3818
923,477
924,17051
925,3991
926,6458
927,746
928,3560
929,863
930,2832
931,2511
932,816
933,3950
934,5226
935,975
936,988
937,680
938,5286
939,432
940,6833
941,3334
942,1769
943,586
944,605
945,4381
946,639
947,928
948,10934
949,7933
950,565
951,386
952,2804
953,684
954,611
955,6861
956,4478
957,17496
958,2501
959,891
960,1739
961,8114
962,716
963,2104
964,1063
965,9251
966,2949
967,4406
968,9366
969,4075
970,9408
971,1662
972,15105
973,1052
974,4347
975,866
976,1173
977,5712
978,1721
979,2041
980,10378
981,481
982,1779
983,776
984,2709
985,18470
986,2476
987,1180
988,1629
989,2169
990,2657
991,2712
992,2025
993,852
994,4133
995,982
996,608
997,789
998,828
999,919
1000,4735
1001,9448
1002,1100
1003,1854
1004,2319
1005,606
1006,1250
1007,4420
1008,612
1009,3251
1010,5063
1011,854
1012,463
1013,6588
1014,7197
1015,596
1016,5556
1017,838
1018,4717
1019,4586
1020,11347
1021,2206
1022,1231
1023,1304
1024,876
1025,18407
1026,838
1027,4474
1028,900
1029,1727
1030,579
1031,664
1032,4515
1033,3318
1034,587
1035,1571
1036,709
1037,5266
1038,740
1039,16985
1040,12148
1041,1107
1042,11435
1043,4158
1044,5308
1045,765
1046,6146
1047,676
1048,732
1049,1775
1050,5999
1051,4172
1052,3153
1053,14308
1054,12148
1055,4375
1056,17095
1057,4608
1058,1683
1059,9620
1060,1814
1061,1932
1062,6840
1063,5497
1064,899
1065,11764
1066,6702
1067,651
1068,828
1069,15751
1070,1008
1071,6076
1072,945
1073,1367
1074,3694
1075,1554
1076,447
1077,12004
1078,1050
1079,1436
1080,1781
1081,4963
1082,16253
1083,5579
1084,737
1085,792
1086,13686
1087,3972
1088,791
1089,17917
1090,7821
1091,6702
1092,4525
1093,463
1094,5683
1095,17153
1096,505
1097,5595
1098,573
1099,2614
1100,788
1101,382
1102,945
1103,13499
1104,1180
1105,568
1106,707
1107,2236
1108,1947
1109,3238
1110,1739
1111,17014
1112,2080
1113,1608
1114,8877
1115,489
1116,2039
1117,5412
1118,2681
1119,1784
1120,4675
1121,3139
1122,1144
1123,1413
1124,854
1125,673
1126,12644
1127,967
1128,906
1129,12075
1130,4457
1131,4844
1132,9625
1133,2106
1134,421
1135,544
1136,485
1137,827
1138,579
1139,1643
1140,814
1141,965
1142,1259
1143,4480
1144,492
1145,4050
1146,1857
1147,4678
1148,9545
1149,15528
1150,663
1151,5187
1152,6563
1153,3948
1154,737
1155,9784
1156,3321
1157,2951
1158,645
1159,7584
1160,8931
1161,4768
1162,1155
1163,18128
1164,665
1165,490
1166,7950
1167,1197
1168,472
1169,1664
1170,1035
1171,7938
1172,805
1173,880
1174,2885
1175,1326
1176,13417
1177,684
1178,1097
1179,3781
1180,1131
1181,5521
1182,3180
1183,710
1184,9548
1185,847
1186,702
1187,919
1188,605
1189,1929
1190,16450
1191,506
1192,2200
1193,6817
1194,4467
1195,1955
1196,1000
1197,16378
1198,1074
1199,14973
1200,971
1201,4909
1202,2586
1203,5239
1204,1041
1205,5535
1206,13376
1207,5801
1208,2524
1209,14812
1210,17294
1211,4303
1212,758
1213,645
1214,7023
1215,6503
1216,2647
1217,1436
1218,1196
1219,5412
1220,7113
1221,450
1222,7848
1223,898
1224,8227
1225,4060
1226,544
1227,4137
1228,1002
1229,565
1230,680
1231,3301
1232,911
1233,2862
1234,4931
1235,3780
1236,2475
1237,3557
1238,9131
1239,9376
1240,1603
1241,360
1242,4445
1243,740
1244,5273
1245,5281
1246,2203
1247,4500
1248,3601
1249,449
1250,8904
1251,11039
1252,422
1253,898
1254,2503
1255,11421
1256,2174
1257,1044
1258,10053
1259,568
1260,5198
1261,775
1262,961
1263,2902
1264,1292
1265,1699
1266,1391
1267,7882
1268,575
1269,6209
1270,1033
1271,4541
1272,1144
1273,906
1274,657
1275,1074
1276,3291
1277,3740
1278,936
1279,1031
1280,1581
1281,1608
1282,11248
1283,8202
1284,5504
1285,2374
1286,2394
1287,6324
1288,3581
1289,799
1290,1572
1291,3634
1292,1013
1293,2135
1294,1084
1295,7810
1296,1294
1297,1995
1298,1771
1299,4106
1300,8176
1301,530
1302,6532
1303,5469
1304,605
1305,917
1306,1977
1307,1720
1308,2417
1309,8349
1310,4538
1311,2161
1312,4074
1313,2043
1314,620
1315,2762
1316,3422
1317,799
1318,882
1319,1724
1320,1260
1321,7392
1322,2803
1323,10534
1324,868
1325,492
1326,1079
1327,2885
1328,2894
1329,4455
1330,658
1331,1441
1332,756
1333,2867
1334,3499
1335,4053
1336,3888
1337,830
1338,3581
1339,911
1340,5012
1341,5645
1342,11638
1343,852
1344,1925
1345,5532
1346,2662
1347,907
1348,605
1349,827
1350,779
1351,394
1352,2275
1353,1746
1354,6806
1355,12079
1356,1013
1357,1027
1358,1276
1359,677
1360,2378
1361,1648
1362,614
1363,5822
1364,15992
1365,4463
1366,14500
1367,622
1368,4293
1369,1017
1370,1401
1371,1056
1372,2196
1373,8317
1374,1003
1375,2795
1376,9131
1377,526
1378,11640
1379,2551
1380,1076
1381,4099
1382,1016
1383,5208
1384,2169
1385,886
1386,1073
1387,4586
1388,16970
1389,5799
1390,7157
1391,3282
1392,1625
1393,948
1394,10984
1395,3989
1396,357
1397,1665
1398,727
1399,6674
1400,13097
1401,15335
1402,5882
1403,7910
1404,6963
1405,624
1406,747
1407,5262
1408,650
1409,3239
1410,2159
1411,526
1412,921
1413,675
1414,7098
1415,1941
1416,2380
1417,3560
1418,803
1419,11374
1420,6857
1421,1397
1422,3011
1423,9236
1424,561
1425,1878
1426,7056
1427,1049
1428,552
1429,1676
1430,4620
1431,3700
1432,5701
1433,3854
1434,11708
1435,1651
1436,3632
1437,3960
1438,841
1439,704
1440,805
1441,1136
1442,984
1443,4355
1444,4965
1445,921
1446,2732
1447,13853
1448,1125
1449,1675
1450,771
1451,17057
1452,5012
1453,13088
1454,776
1455,871
1456,13250
1457,3296
1458,4711
1459,919
1460,1424
1461,2681
1462,1002
1463,918
1464,9245
1465,3197
1466,8602
1467,863
1468,2789
1469,1596
1470,3184
1471,802
1472,5154
1473,4016
1474,732
1475,850
1476,3920
1477,4838
1478,689
1479,2192
1480,2671
1481,3394
1482,489
1483,3726
1484,3750
1485,2040
1486,8485
1487,951
1488,2216
1489,1664
1490,909
1491,1679
1492,2271
1493,675
1494,505
1495,575
1496,5018
1497,5455
1498,619
1499,1681
1500,13553
1501,4608
1502,13528
1503,4914
1504,505
1505,4743
1506,1771
1507,807
1508,5103
1509,1814
1510,1680
1511,5257
1512,4405
1513,3175
1514,461
1515,12554
1516,9265
1517,2501
1518,1327
1519,828
1520,3580
1521,2346
1522,7366
1523,4902
1524,3686
1525,1123
1526,11774
1527,8568
1528,4208
1529,666
1530,1009
1531,1173
1532,16240
1533,643
1534,683
1535,7848
1536,3601
1537,2475
1538,1308
1539,1298
1540,9541
1541,2753
1542,1591
1543,773
1544,10206
1545,707
1546,6652
1547,582
1548,2711
1549,1244
1550,4742
1551,2327
1552,7528
1553,1106
1554,3795
1555,3113
1556,14918
1557,540
1558,4119
1559,2386
1560,961
1561,2133
1562,12260
1563,4201
1564,4670
1565,1081
1566,5722
1567,12210
1568,6076
1569,5152
1570,1229
1571,2617
1572,4748
1573,13065
1574,6451
1575,2474
1576,956
1577,4140
1578,2314
1579,12257
1580,1080
1581,610
1582,4218
1583,3154
1584,1249
1585,16080
1586,6200
1587,2915
1588,1904
1589,5226
1590,579
1591,1112
1592,5880
1593,8971
1594,2276
1595,6471
1596,3774
1597,4459
1598,1052
1599,709
1600,4928
1601,506
1602,2160
1603,6232
1604,1743
1605,2280
1606,612
1607,6776
1608,827
1609,9183
1610,887
1611,439
1612,11863
1613,1942
1614,658
1615,835
1616,1667
1617,11522
1618,1875
1619,6921
1620,6468
1621,12004
1622,5004
1623,8299
1624,2999
1625,3808
1626,3312
1627,7602
1628,726
1629,12417
1630,1386
1631,8093
1632,9744
1633,6776
1634,803
1635,1020
1636,5416
1637,7278
1638,2056
1639,1031
1640,1146
1641,1941
1642,16130
1643,948
1644,1363
1645,837
1646,1607
1647,2770
1648,694
1649,2375
1650,16309
1651,391
1652,5506
1653,799
1654,3948
1655,17811
1656,757
1657,4727
1658,645
1659,1816
1660,16789
1661,6760
1662,3447
1663,4638
1664,10010
1665,1851
1666,6006
1667,3114
1668,3422
1669,3850
1670,969
1671,666
1672,1119
1673,1580
1674,1586
1675,642
1676,6706
1677,4568
1678,449
1679,11088
1680,1896
1681,7186
1682,17393
1683,661
1684,3805
1685,544
1686,1023
1687,1192
1688,3171
1689,14404
1690,923
1691,10184
1692,3061
1693,447
1694,486
1695,17265
1696,1805
1697,2447
1698,573
1699,1651
1700,1080
1701,515
1702,2572
1703,10428
1704,670
1705,932
1706,10255
1707,16291
1708,6479
1709,7710
1710,720
1711,643
1712,6175
1713,1112
1714,665
1715,3770
1716,1689
1717,3105
1718,4340
1719,955
1720,541
1721,6095
1722,5312
1723,5000
1724,6525
1725,855
1726,14399
1727,1154
1728,4672
1729,3120
1730,2550
1731,3884
1732,5453
1733,5288
1734,12048
1735,631
1736,2617
1737,8602
1738,18055
1739,4769
1740,655
1741,1786
1742,644
1743,1115
1744,8032
1745,1548
1746,1667
1747,13552
1748,6563
1749,5211
1750,956
1751,1315
1752,3219
1753,6618
1754,2767
1755,4381
1756,3620
1757,684
1758,2482
1759,2344
1760,6887
1761,5723
1762,433
1763,684
1764,854
1765,2822
1766,11435
1767,11988
1768,2306
1769,830
1770,772
1771,2475
1772,9089
1773,5362
1774,8924
1775,1170
1776,1015
1777,666
1778,7826
1779,1659
1780,9973
1781,2964
1782,10725
1783,571
1784,7197
1785,14350
1786,1618
1787,2941
1788,6215
1789,1022
1790,4679
1791,1885
1792,1715
1793,1014
1794,499
1795,5829
1796,5702
1797,538
1798,6512
1799,941
1800,3238
1801,4179
1802,4060
1803,5797
1804,693
1805,926
1806,5470
1807,854
1808,1123
1809,5131
1810,2893
1811,1356
1812,776
1813,880
1814,4241
1815,1661
1816,2569
1817,438
1818,4130
1819,2826
1820,15746
